"","X_km","Y_km","Conc"
"995",497.96,5442.324,1
"996",498.01,5442.324,1
"997",498.21,5442.274,0
"998",498.31,5442.824,0
"999",497.41,5442.524,0
"1000",498.31,5442.474,1
"1001",498.31,5442.624,0
"1002",498.31,5443.024,0
"1003",498.21,5444.368,0
"1004",497.16,5442.424,0
"1005",498.16,5442.274,0
"1006",498.26,5442.324,0
"1007",498.26,5443.574,1
"1008",498.31,5442.724,0
"1009",498.31,5442.974,0
"1010",497.66,5442.524,4
"1011",498.26,5443.124,0
"1012",498.31,5442.574,0
"1013",497.46,5442.524,0
"1014",497.96,5442.274,0
"1015",498.31,5442.674,0
"1016",498.31,5442.924,0
"1017",497.31,5442.474,0
"1018",497.91,5442.324,2
"1019",498.11,5442.274,0
"1020",498.16,5443.424,1
"1021",498.21,5443.174,0
"1022",498.26,5442.274,0
"1023",498.31,5442.374,0
"1024",496.76,5442.324,3
"1025",497.21,5442.424,0
"1026",498.01,5442.274,1
"1027",498.06,5442.274,1
"1028",498.31,5442.424,0
"1029",498.693,5444.121,1
"1030",496.86,5442.324,2
"1031",497.86,5442.374,2
"1032",498.31,5442.874,0
"1033",497.51,5442.524,0
"1034",497.61,5442.524,2
"1035",498.16,5443.324,0
"1036",498.31,5443.624,1
"1037",498.36,5442.474,0
"1038",498.36,5443.674,1
"1039",496.81,5442.324,3
"1040",497.71,5442.474,1
"1041",497.76,5442.424,1
"1042",498.31,5443.074,0
"1043",498.36,5442.724,0
"1044",495.771,5443.724,0
"1045",497.06,5442.374,1
"1046",498.16,5443.274,0
"1047",498.31,5442.324,0
"1048",498.36,5442.674,0
"1049",498.36,5442.774,0
"1050",497.01,5442.374,2
"1051",497.81,5442.374,1
"1052",498.36,5442.524,0
"1053",495.524,5442.274,1
"1054",497.66,5442.474,1
"1055",498.36,5443.024,0
"1056",497.86,5442.324,1
"1057",498.31,5443.124,0
"1058",496.76,5442.274,3
"1059",497.36,5442.474,0
"1060",498.16,5443.374,0
"1061",498.36,5442.574,0
"1062",498.36,5442.624,0
"1063",498.36,5442.824,0
"1064",498.451,5444.368,0
"1065",497.26,5442.424,0
"1066",498.21,5443.224,0
"1067",498.21,5443.274,0
"1068",498.21,5443.474,1
"1069",498.36,5442.924,0
"1070",496.91,5442.324,2
"1071",497.56,5442.524,1
"1072",498.31,5442.274,0
"1073",498.36,5442.424,0
"1074",497.11,5442.374,0
"1075",498.26,5443.174,0
"1076",498.36,5442.324,0
"1077",498.36,5442.374,0
"1078",497.16,5442.374,0
"1079",497.91,5442.274,1
"1080",498.36,5442.874,0
"1081",498.225,5443.254,0
"1082",496.81,5442.274,2
"1083",496.96,5442.324,1
"1084",497.81,5442.324,1
"1085",498.36,5442.974,0
"1086",498.36,5443.074,0
"1087",497.76,5442.374,1
"1088",497.41,5442.474,0
"1089",497.71,5442.424,1
"1090",498.36,5442.274,0
"1091",498.36,5443.124,0
"1092",496.86,5442.274,1
"1093",497.46,5442.474,0
"1094",496.91,5442.274,1
"1095",497.61,5442.474,1
"1096",497.86,5442.274,1
"1097",498.26,5443.524,1
"1098",495.701,5442.027,1
"1099",498.21,5443.324,0
"1100",497.31,5442.424,0
"1101",498.36,5443.624,1
"1102",498.26,5443.224,0
"1103",498.31,5443.574,1
"1104",497.21,5442.374,0
"1105",497.51,5442.474,0
"1106",498.21,5443.424,1
"1107",497.66,5442.424,1
"1108",498.21,5443.374,0
"1109",498.26,5443.274,0
"1110",498.31,5443.174,0
"1111",497.01,5442.324,1
"1112",497.71,5442.374,1
"1113",496.96,5442.274,1
"1114",497.56,5442.474,0
"1115",497.81,5442.274,1
"1116",498.26,5443.324,0
"1117",495.524,5443.241,0
"1118",497.36,5442.424,0
"1119",498.26,5443.474,1
"1120",495.313,5442.392,0
"1121",497.11,5442.324,0
"1122",497.26,5442.374,0
"1123",497.76,5442.324,1
"1124",498.31,5443.224,0
"1125",497.06,5442.324,0
"1126",497.56,5442.424,0
"1127",497.66,5442.374,1
"1128",495.943,5442.027,2
"1129",497.51,5442.424,0
"1130",498.26,5443.374,0
"1131",497.61,5442.424,1
"1132",498.31,5443.274,0
"1133",496.265,5444.208,0
"1134",497.41,5442.424,0
"1135",497.46,5442.424,0
"1136",498.36,5443.174,0
"1137",498.607,5443.874,1
"1138",497.529,5442.414,0
"1139",497.01,5442.274,0
"1140",498.26,5443.424,0
"1141",498.31,5443.524,1
"1142",497.001,5444.368,0
"1143",497.16,5442.324,0
"1144",497.71,5442.324,1
"1145",498.36,5443.574,1
"1146",496.185,5442.027,0
"1147",495.46,5442.027,1
"1148",495.277,5442.274,0
"1149",497.56,5442.374,0
"1150",498.36,5443.224,0
"1151",497.315,5444.44,0
"1152",498.31,5443.324,0
"1153",495.277,5442.516,0
"1154",497.21,5442.324,0
"1155",497.66,5442.324,0
"1156",497.76,5442.274,1
"1157",498.118,5442.027,0
"1158",498.31,5443.474,1
"1159",497.06,5442.274,0
"1160",497.31,5442.374,0
"1161",497.51,5442.374,0
"1162",497.61,5442.374,0
"1163",497.36,5442.374,0
"1164",497.46,5442.374,0
"1165",497.56,5442.324,0
"1166",497.71,5442.274,0
"1167",498.31,5443.424,0
"1168",498.36,5442.027,0
"1169",495.277,5442.758,0
"1170",498.31,5443.374,0
"1171",498.36,5443.274,0
"1172",497.11,5442.274,0
"1173",497.41,5442.374,0
"1174",497.61,5442.324,0
"1175",498.36,5443.524,1
"1176",497.475,5442.36,0
"1177",497.36,5442.324,0
"1178",498.36,5443.324,0
"1179",497.26,5442.324,0
"1180",498.693,5444.368,0
"1181",497.56,5442.274,0
"1182",497.16,5442.274,0
"1183",497.46,5442.324,0
"1184",498.36,5443.374,0
"1185",496.426,5442.027,0
"1186",497.51,5442.324,0
"1187",497.66,5442.274,0
"1188",498.36,5443.424,0
"1189",498.36,5443.474,0
"1190",498.607,5442.666,0
"1191",497.31,5442.324,0
"1192",497.536,5442.292,0
"1193",496.76,5444.368,0
"1194",498.607,5442.424,0
"1195",497.61,5442.274,0
"1196",497.46,5442.274,0
"1197",497.51,5442.274,0
"1198",498.607,5442.908,0
"1199",496.668,5442.027,0
"1200",495.218,5442.027,0
"1201",495.277,5442.999,0
"1202",497.41,5442.324,0
"1203",497.876,5442.027,0
"1204",495.943,5441.78,0
"1205",495.524,5443.483,0
"1206",497.21,5442.274,0
"1207",497.31,5442.274,0
"1208",498.607,5442.183,0
"1209",497.26,5442.274,0
"1210",497.36,5442.274,0
"1211",497.41,5442.274,0
"1212",495.771,5443.966,0
"1213",498.36,5441.78,0
"1214",495.46,5441.78,0
"1215",498.607,5441.941,0
"1216",495.701,5441.78,0
"1217",498.935,5444.368,0
"1218",495.218,5441.78,0
"1219",494.976,5442.027,0
"1220",498.607,5443.149,0
"1221",497.635,5442.027,0
"1222",498.118,5441.78,0
"1223",498.935,5444.121,1
"1224",496.185,5441.78,0
"1225",495.028,5442.834,0
"1226",498.607,5441.699,0
"1227",495.03,5442.516,0
"1228",497.968,5444.615,0
"1229",495.03,5442.758,0
"1230",498.607,5443.633,0
"1231",496.91,5442.027,0
"1232",494.976,5441.78,0
"1233",496.512,5444.449,0
"1234",496.018,5444.208,0
"1235",494.985,5442.909,0
"1236",498.854,5442.424,0
"1237",495.277,5443.241,1
"1238",495.03,5442.274,0
"1239",498.854,5442.666,0
"1240",498.854,5441.941,0
"1241",497.393,5442.027,0
"1242",494.976,5441.533,0
"1243",497.726,5444.615,0
"1244",496.426,5441.78,0
"1245",497.876,5441.78,0
"1246",495.701,5441.533,0
"1247",495.218,5441.533,0
"1248",495.03,5442.999,0
"1249",498.854,5443.874,0
"1250",498.854,5442.183,0
"1251",495.943,5441.533,0
"1252",498.36,5441.533,0
"1253",495.524,5443.724,0
"1254",498.854,5443.149,0
"1255",495.46,5441.533,0
"1256",497.635,5441.78,0
"1257",497.485,5444.615,0
"1258",498.607,5443.391,0
"1259",498.607,5441.458,0
"1260",498.854,5442.908,0
"1261",497.151,5442.027,0
"1262",495.277,5443.483,0
"1263",498.21,5444.615,0
"1264",498.854,5441.699,0
"1265",494.735,5441.78,0
"1266",498.118,5441.533,0
"1267",494.783,5442.758,0
"1268",494.98,5443.055,0
"1269",499.101,5441.699,0
"1270",494.735,5441.533,0
"1271",495.771,5444.208,0
"1272",498.451,5444.615,0
"1273",498.854,5441.458,0
"1274",494.735,5442.027,0
"1275",495.03,5443.241,0
"1276",494.783,5442.516,0
"1277",498.693,5444.615,0
"1278",499.176,5444.368,0
"1279",494.735,5441.286,0
"1280",496.265,5444.449,0
"1281",499.101,5442.424,0
"1282",499.101,5442.183,0
"1283",494.976,5441.286,0
"1284",494.493,5441.286,0
"1285",498.935,5444.615,0
"1286",498.607,5441.216,0
"1287",498.854,5443.633,0
"1288",498.854,5441.216,0
"1289",499.101,5442.666,0
"1290",499.101,5441.941,0
"1291",498.36,5441.286,0
"1292",497.876,5441.533,0
"1293",496.668,5441.78,0
"1294",495.218,5441.286,0
"1295",495.524,5443.966,0
"1296",495.03,5443.483,0
"1297",494.783,5442.274,0
"1298",494.783,5442.999,0
"1299",499.176,5444.121,0
"1300",498.118,5441.286,0
"1301",497.393,5441.78,0
"1302",496.185,5441.533,0
"1303",495.46,5441.286,0
"1304",495.277,5443.724,0
"1305",495.03,5443.724,0
"1306",497.393,5441.533,0
"1307",494.493,5441.78,0
"1308",494.493,5441.533,0
"1309",494.891,5443.274,0
"1310",497.243,5444.615,0
"1311",498.854,5443.391,0
"1312",499.101,5443.874,0
"1313",499.101,5442.908,0
"1314",499.348,5441.699,0
"1315",497.151,5441.78,0
"1316",496.512,5444.691,0
"1317",494.536,5442.516,0
"1318",496.76,5444.615,0
"1319",498.607,5440.974,0
"1320",499.101,5443.149,0
"1321",499.348,5441.458,0
"1322",497.635,5441.533,0
"1323",496.91,5441.78,0
"1324",499.101,5441.216,0
"1325",499.348,5442.183,0
"1326",494.493,5441.039,0
"1327",494.251,5441.039,0
"1328",496.018,5444.449,0
"1329",499.418,5444.368,0
"1330",499.101,5441.458,0
"1331",499.101,5440.974,0
"1332",499.595,5441.458,0
"1333",495.701,5441.286,0
"1334",494.251,5441.286,0
"1335",496.265,5444.691,0
"1336",496.018,5444.691,0
"1337",494.783,5443.483,0
"1338",499.348,5441.941,0
"1339",499.595,5441.216,0
"1340",497.876,5441.286,0
"1341",495.218,5441.039,0
"1342",494.976,5441.039,0
"1343",494.735,5441.039,0
"1344",496.265,5444.933,0
"1345",494.536,5442.274,0
"1346",499.176,5444.615,0
"1347",499.101,5443.633,0
"1348",499.348,5442.666,0
"1349",499.348,5441.216,0
"1350",499.595,5441.941,0
"1351",499.595,5441.699,0
"1352",499.842,5441.216,0
"1353",498.36,5441.039,0
"1354",496.426,5441.533,0
"1355",494.251,5441.533,0
"1356",495.524,5444.208,0
"1357",495.03,5443.966,0
"1358",494.783,5443.241,0
"1359",494.783,5443.966,0
"1360",494.783,5444.208,0
"1361",494.536,5442.999,0
"1362",496.246,5441.494,0
"1363",494.925,5444.178,0
"1364",494.921,5444.253,0
"1365",496.76,5444.862,0
"1366",499.418,5444.121,0
"1367",498.854,5440.974,0
"1368",499.348,5442.424,0
"1369",499.595,5440.974,0
"1370",499.842,5441.941,0
"1371",499.842,5441.458,0
"1372",499.842,5440.974,0
"1373",498.118,5441.039,0
"1374",497.635,5441.286,0
"1375",497.151,5441.533,0
"1376",495.46,5441.039,0
"1377",494.735,5440.792,0
"1378",496.512,5444.933,0
"1379",495.277,5443.966,0
"1380",495.03,5444.208,0
"1381",494.783,5443.724,0
"1382",494.783,5444.449,0
"1383",494.536,5442.758,0
"1384",494.289,5442.516,0
"1385",497.001,5444.615,0
"1386",497.485,5444.862,0
"1387",497.726,5444.862,0
"1388",499.66,5444.368,0
"1389",499.101,5443.391,0
"1390",499.101,5440.733,0
"1391",499.348,5443.874,0
"1392",499.348,5443.149,0
"1393",499.348,5442.908,0
"1394",499.348,5440.974,0
"1395",499.348,5440.733,0
"1396",499.595,5440.733,0
"1397",499.595,5440.491,0
"1398",499.595,5440.249,0
"1399",499.842,5440.733,0
"1400",499.842,5440.491,0
"1401",497.876,5441.039,0
"1402",497.635,5441.039,0
"1403",497.393,5441.286,0
"1404",496.91,5441.533,0
"1405",495.943,5441.286,0
"1406",494.493,5442.027,0
"1407",494.251,5440.792,0
"1408",494.783,5444.691,0
"1409",494.289,5442.274,0
"1410",494.289,5442.758,0
"1411",494.289,5442.999,0
"1412",494.042,5442.274,0
"1413",497.001,5444.862,0
"1414",497.968,5444.862,0
"1415",499.418,5444.615,0
"1416",499.66,5444.121,0
"1417",499.66,5444.615,0
"1418",498.607,5440.733,0
"1419",498.854,5440.733,0
"1420",499.348,5440.491,0
"1421",499.348,5440.249,0
"1422",499.595,5442.424,0
"1423",499.595,5442.183,0
"1424",499.595,5440.008,0
"1425",499.842,5441.699,0
"1426",499.842,5440.249,0
"1427",499.842,5440.008,0
"1428",498.36,5440.792,0
"1429",498.118,5440.792,0
"1430",497.635,5440.792,0
"1431",496.426,5441.286,0
"1432",495.701,5441.039,0
"1433",494.976,5440.792,0
"1434",494.493,5440.792,0
"1435",494.251,5442.027,0
"1436",494.251,5441.78,0
"1437",494.01,5441.286,0
"1438",494.01,5441.039,0
"1439",494.01,5440.792,0
"1440",493.768,5441.039,0
"1441",496.018,5444.933,0
"1442",495.277,5444.449,0
"1443",494.536,5443.241,0
"1444",494.536,5443.483,0
"1445",494.536,5443.966,0
"1446",494.536,5444.449,0
"1447",496.433,5441.247,0
"1448",497.243,5444.862,0
"1449",498.21,5444.862,0
"1450",498.935,5444.862,0
"1451",499.901,5444.368,0
"1452",499.901,5444.615,0
"1453",498.607,5440.491,0
"1454",498.607,5440.249,0
"1455",498.607,5440.008,0
"1456",498.854,5440.249,0
"1457",498.854,5440.008,0
"1458",499.101,5440.491,0
"1459",499.348,5443.391,0
"1460",499.595,5442.666,0
"1461",499.842,5442.666,0
"1462",498.36,5440.545,0
"1463",498.36,5440.298,0
"1464",497.876,5440.792,0
"1465",497.151,5441.286,0
"1466",496.91,5441.286,0
"1467",496.668,5441.533,0
"1468",495.218,5440.792,0
"1469",494.251,5440.545,0
"1470",494.01,5442.027,0
"1471",494.01,5440.545,0
"1472",494.01,5440.298,0
"1473",493.768,5440.051,0
"1474",493.526,5442.027,0
"1475",495.771,5444.933,0
"1476",495.524,5444.449,0
"1477",495.277,5444.208,0
"1478",495.03,5444.449,0
"1479",495.03,5444.691,0
"1480",494.536,5443.724,0
"1481",494.042,5442.758,0
"1482",494.042,5442.999,0
"1483",493.795,5442.274,0
"1484",498.451,5444.862,0
"1485",498.693,5444.862,0
"1486",499.176,5444.862,0
"1487",499.418,5444.862,0
"1488",499.66,5444.862,0
"1489",498.854,5440.491,0
"1490",499.348,5443.633,0
"1491",499.348,5440.008,0
"1492",499.595,5443.633,0
"1493",499.595,5443.391,0
"1494",499.842,5442.424,0
"1495",499.842,5442.183,0
"1496",497.635,5440.545,0
"1497",496.185,5441.286,0
"1498",496.185,5441.039,0
"1499",496.185,5440.792,0
"1500",495.943,5441.039,0
"1501",495.943,5440.792,0
"1502",495.701,5440.792,0
"1503",495.46,5440.792,0
"1504",495.46,5440.545,0
"1505",495.46,5440.298,0
"1506",494.976,5440.545,0
"1507",494.735,5440.545,0
"1508",494.493,5440.545,0
"1509",494.01,5441.78,0
"1510",494.01,5441.533,0
"1511",494.01,5440.051,0
"1512",493.768,5442.027,0
"1513",493.768,5441.78,0
"1514",493.768,5441.533,0
"1515",493.768,5440.792,0
"1516",493.768,5440.298,0
"1517",493.526,5441.78,0
"1518",493.526,5441.286,0
"1519",493.526,5440.792,0
"1520",493.526,5440.051,0
"1521",493.285,5442.027,0
"1522",493.285,5441.286,0
"1523",493.285,5440.792,0
"1524",493.285,5440.545,0
"1525",493.043,5442.027,0
"1526",493.043,5441.78,0
"1527",493.043,5440.545,0
"1528",492.801,5442.027,0
"1529",492.801,5441.78,0
"1530",492.801,5440.298,0
"1531",492.56,5442.027,0
"1532",492.56,5441.78,0
"1533",492.56,5441.533,0
"1534",492.56,5440.298,0
"1535",495.771,5444.449,0
"1536",495.771,5444.691,0
"1537",495.277,5444.691,0
"1538",494.783,5444.933,0
"1539",494.536,5444.208,0
"1540",494.536,5444.691,0
"1541",494.536,5444.933,0
"1542",494.289,5443.241,0
"1543",494.289,5443.483,0
"1544",494.289,5443.724,0
"1545",494.289,5444.691,0
"1546",494.042,5442.516,0
"1547",494.042,5443.241,0
"1548",493.795,5442.516,0
"1549",493.795,5442.758,0
"1550",493.795,5443.241,0
"1551",493.548,5442.274,0
"1552",493.548,5442.516,0
"1553",493.301,5442.274,0
"1554",493.301,5442.516,0
"1555",493.054,5442.274,0
"1556",493.054,5442.516,0
"1557",492.807,5442.274,0
"1558",492.56,5442.274,0
"1559",492.902,5442.042,0
"1560",493.352,5442.055,0
"1561",493.338,5442.47,0
"1562",492.746,5441.868,0
"1563",493.325,5441.989,0
"1564",496.434,5441.136,0
"1565",499.901,5444.121,0
"1566",499.901,5444.862,0
"1567",499.101,5440.249,0
"1568",499.101,5440.008,0
"1569",499.595,5443.874,0
"1570",499.595,5443.149,0
"1571",499.595,5442.908,0
"1572",499.842,5443.874,0
"1573",499.842,5443.633,0
"1574",499.842,5443.391,0
"1575",499.842,5443.149,0
"1576",499.842,5442.908,0
"1577",498.36,5440.051,0
"1578",498.118,5440.545,0
"1579",498.118,5440.298,0
"1580",498.118,5440.051,0
"1581",497.876,5440.545,0
"1582",497.876,5440.298,0
"1583",497.876,5440.051,0
"1584",497.635,5440.298,0
"1585",497.635,5440.051,0
"1586",497.393,5441.039,0
"1587",497.393,5440.792,0
"1588",497.393,5440.545,0
"1589",497.393,5440.298,0
"1590",497.393,5440.051,0
"1591",497.151,5441.039,0
"1592",497.151,5440.792,0
"1593",497.151,5440.545,0
"1594",497.151,5440.298,0
"1595",497.151,5440.051,0
"1596",496.91,5441.039,0
"1597",496.91,5440.792,0
"1598",496.91,5440.545,0
"1599",496.91,5440.298,0
"1600",496.91,5440.051,0
"1601",496.668,5441.286,0
"1602",496.668,5441.039,0
"1603",496.668,5440.792,0
"1604",496.668,5440.545,0
"1605",496.668,5440.298,0
"1606",496.668,5440.051,0
"1607",496.426,5441.039,0
"1608",496.426,5440.792,0
"1609",496.426,5440.545,0
"1610",496.426,5440.298,0
"1611",496.426,5440.051,0
"1612",496.185,5440.545,0
"1613",496.185,5440.298,0
"1614",496.185,5440.051,0
"1615",495.943,5440.545,0
"1616",495.943,5440.298,0
"1617",495.943,5440.051,0
"1618",495.701,5440.545,0
"1619",495.701,5440.298,0
"1620",495.701,5440.051,0
"1621",495.46,5440.051,0
"1622",495.218,5440.545,0
"1623",495.218,5440.298,0
"1624",495.218,5440.051,0
"1625",494.976,5440.298,0
"1626",494.976,5440.051,0
"1627",494.735,5440.298,0
"1628",494.735,5440.051,0
"1629",494.493,5440.298,0
"1630",494.493,5440.051,0
"1631",494.251,5440.298,0
"1632",494.251,5440.051,0
"1633",493.768,5441.286,0
"1634",493.768,5440.545,0
"1635",493.526,5441.533,0
"1636",493.526,5441.039,0
"1637",493.526,5440.545,0
"1638",493.526,5440.298,0
"1639",493.285,5441.78,0
"1640",493.285,5441.533,0
"1641",493.285,5441.039,0
"1642",493.285,5440.298,0
"1643",493.285,5440.051,0
"1644",493.043,5441.533,0
"1645",493.043,5441.286,0
"1646",493.043,5441.039,0
"1647",493.043,5440.792,0
"1648",493.043,5440.298,0
"1649",493.043,5440.051,0
"1650",492.801,5441.533,0
"1651",492.801,5441.286,0
"1652",492.801,5441.039,0
"1653",492.801,5440.792,0
"1654",492.801,5440.545,0
"1655",492.801,5440.051,0
"1656",492.56,5441.286,0
"1657",492.56,5441.039,0
"1658",492.56,5440.792,0
"1659",492.56,5440.545,0
"1660",492.56,5440.051,0
"1661",495.524,5444.691,0
"1662",495.524,5444.933,0
"1663",495.277,5444.933,0
"1664",495.03,5444.933,0
"1665",494.289,5443.966,0
"1666",494.289,5444.208,0
"1667",494.289,5444.449,0
"1668",494.289,5444.933,0
"1669",494.042,5443.483,0
"1670",494.042,5443.724,0
"1671",494.042,5443.966,0
"1672",494.042,5444.208,0
"1673",494.042,5444.449,0
"1674",494.042,5444.691,0
"1675",494.042,5444.933,0
"1676",493.795,5442.999,0
"1677",493.795,5443.483,0
"1678",493.795,5443.724,0
"1679",493.795,5443.966,0
"1680",493.795,5444.208,0
"1681",493.795,5444.449,0
"1682",493.795,5444.691,0
"1683",493.795,5444.933,0
"1684",493.548,5442.758,0
"1685",493.548,5442.999,0
"1686",493.548,5443.241,0
"1687",493.548,5443.483,0
"1688",493.548,5443.724,0
"1689",493.548,5443.966,0
"1690",493.548,5444.208,0
"1691",493.548,5444.449,0
"1692",493.548,5444.691,0
"1693",493.548,5444.933,0
"1694",493.301,5442.758,0
"1695",493.301,5442.999,0
"1696",493.301,5443.241,0
"1697",493.301,5443.483,0
"1698",493.301,5443.724,0
"1699",493.301,5443.966,0
"1700",493.301,5444.208,0
"1701",493.301,5444.449,0
"1702",493.301,5444.691,0
"1703",493.301,5444.933,0
"1704",493.054,5442.758,0
"1705",493.054,5442.999,0
"1706",493.054,5443.241,0
"1707",493.054,5443.483,0
"1708",493.054,5443.724,0
"1709",493.054,5443.966,0
"1710",493.054,5444.208,0
"1711",493.054,5444.449,0
"1712",493.054,5444.691,0
"1713",493.054,5444.933,0
"1714",492.807,5442.516,0
"1715",492.807,5442.758,0
"1716",492.807,5442.999,0
"1717",492.807,5443.241,0
"1718",492.807,5443.483,0
"1719",492.807,5443.724,0
"1720",492.807,5443.966,0
"1721",492.807,5444.208,0
"1722",492.807,5444.449,0
"1723",492.807,5444.691,0
"1724",492.807,5444.933,0
"1725",492.56,5442.516,0
"1726",492.56,5442.758,0
"1727",492.56,5442.999,0
"1728",492.56,5443.241,0
"1729",492.56,5443.483,0
"1730",492.56,5443.724,0
"1731",492.56,5443.966,0
"1732",492.56,5444.208,0
"1733",492.56,5444.449,0
"1734",492.56,5444.691,0
"1735",492.56,5444.933,0
"1736",492.065,5442.366,0
"1737",492.315,5442.366,0
"1738",492.065,5442.616,0
"1739",492.315,5442.616,0
"1740",492.065,5442.866,0
"1741",492.315,5442.866,0
"1742",492.065,5443.116,0
"1743",492.315,5443.116,0
"1744",492.065,5443.366,0
"1745",492.315,5443.366,0
"1746",492.065,5443.616,0
"1747",492.315,5443.616,0
"1748",492.065,5443.866,0
"1749",492.315,5443.866,0
"1750",492.439,5442.53,0
"1751",493.158,5442.654,0
"1752",493.046,5442.689,0
"1753",492.953,5442.768,0
"1754",492.864,5442.882,0
"1755",492.873,5442.932,0
"1756",492.778,5442.948,0
"1757",492.802,5443.118,0
"1758",492.663,5443.429,0
"1759",493.04,5443.594,0
"1760",493.379,5443.954,0
"1761",493.469,5444.276,0
"1762",493.445,5444.793,0
"1763",492.437,5442.508,0
"1764",492.958,5442.787,0
"1765",493.069,5443.621,0
"1766",493.39,5442.736,0
"1767",493.407,5443.957,0
"1768",494.954,5444.97,0
